bin_lo,bin_hi,count,mean_vote_fraction,empirical_positive_rate
0.0,0.1,645,0.0,0.007751937984496124
0.1,0.2,580,0.16666666666666666,0.032758620689655175
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,288,0.3333333333333333,0.14583333333333334
0.4,0.5,0,,
0.5,0.6000000000000001,122,0.5,0.20491803278688525
0.6000000000000001,0.7000000000000001,58,0.6666666666666665,0.39655172413793105
0.7000000000000001,0.8,0,,
0.8,0.9,13,0.8333333333333335,0.5384615384615384
0.9,1.0,2,1.0,0.5
