bin_lo,bin_hi,count,mean_vote_fraction,empirical_positive_rate
0.0,0.1,60,0.0,0.03333333333333333
0.1,0.2,215,0.1666666666666667,0.13023255813953488
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,300,0.3333333333333333,0.27
0.4,0.5,0,,
0.5,0.6000000000000001,341,0.5,0.49560117302052786
0.6000000000000001,0.7000000000000001,336,0.6666666666666666,0.6904761904761905
0.7000000000000001,0.8,0,,
0.8,0.9,326,0.8333333333333333,0.8650306748466258
0.9,1.0,130,1.0,0.8923076923076924
