bin_lo,bin_hi,count,mean_vote_fraction,empirical_positive_rate
0.0,0.1,678,0.0,0.0058997050147492625
0.1,0.2,626,0.16666666666666669,0.011182108626198083
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,260,0.3333333333333333,0.03076923076923077
0.4,0.5,0,,
0.5,0.6000000000000001,97,0.5,0.13402061855670103
0.6000000000000001,0.7000000000000001,33,0.6666666666666666,0.21212121212121213
0.7000000000000001,0.8,0,,
0.8,0.9,12,0.8333333333333335,0.4166666666666667
0.9,1.0,2,1.0,1.0
