bin_lo,bin_hi,count,mean_vote_fraction,empirical_positive_rate
0.0,0.1,27,0.0,0.3333333333333333
0.1,0.2,111,0.16666666666666674,0.6396396396396397
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,264,0.33333333333333326,0.7045454545454546
0.4,0.5,0,,
0.5,0.6000000000000001,413,0.5,0.837772397094431
0.6000000000000001,0.7000000000000001,441,0.6666666666666666,0.8775510204081632
0.7000000000000001,0.8,0,,
0.8,0.9,326,0.8333333333333333,0.9325153374233128
0.9,1.0,120,1.0,0.975
