bin_lo,bin_hi,count,mean_vote_fraction,empirical_positive_rate
0.0,0.1,42,0.0,0.4523809523809524
0.1,0.2,193,0.16666666666666669,0.5854922279792746
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,404,0.3333333333333333,0.7920792079207921
0.4,0.5,0,,
0.5,0.6000000000000001,479,0.5,0.8747390396659708
0.6000000000000001,0.7000000000000001,348,0.6666666666666666,0.9252873563218391
0.7000000000000001,0.8,0,,
0.8,0.9,201,0.8333333333333334,0.9601990049751243
0.9,1.0,41,1.0,0.9024390243902439
